state,ym,price,cpi,vmt,fatal,spdfatal,duifatal,urate,pcinc,etohpc,beertax,gdlyear
OR,769,3.173,307.516,5.5144,66,18,137,4.233,62356.3,2.0927,0.2184,2009
OR,770,3.243,308.158,5.52768,62,67,428,5.216,62244.2,2.2239,0.2184,2009
OR,771,3.2722,308.802,5.97204,69,51,92,5.432,61944.7,1.9815,0.2184,2009
OR,772,3.3053,309.447,5.89807,66,24,336,5.457,60149.4,2.2156,0.2184,2009
OR,773,3.2837,310.093,6.36233,56,25,243,5.506,60847.7,2.2371,0.2184,2009
OR,774,3.3533,310.741,6.61072,71,105,470,5.232,62970.1,2.3531,0.2184,2009
OR,775,3.3129,311.39,6.53108,80,35,792,5.248,62265.8,2.435,0.2184,2009
OR,776,3.2596,312.041,6.24293,67,37,149,4.995,62090.6,2.4326,0.2184,2009
OR,777,3.1592,312.692,5.95536,61,87,628,4.883,62951.5,2.3475,0.2184,2009
OR,778,3.0977,313.345,6.07497,65,74,712,4.945,61594.0,2.344,0.2184,2009
OR,779,3.0097,314.0,5.79325,63,23,395,5.896,63289.5,2.3866,0.2184,2009
PA,540,2.1797,190.7,6.65386,113,35,331,5.152,42432.4,2.2611,0.4043,2007
PA,541,2.2361,191.098,6.57788,87,33,420,4.815,42316.6,2.1463,0.4043,2007
PA,542,2.2889,191.497,6.63415,103,53,840,4.781,41428.8,2.2274,0.4043,2007
PA,543,2.3531,191.897,7.09822,118,33,76,5.234,42423.4,2.1408,0.4043,2007
PA,544,2.467,192.298,7.55131,103,13,707,5.328,42602.6,2.2116,0.4043,2007
PA,545,2.5193,192.7,7.43398,108,36,672,4.9,42175.6,2.2306,0.4043,2007
PA,546,2.3779,193.102,7.29468,113,57,206,5.046,42338.5,2.3985,0.4043,2007
PA,547,2.3573,193.506,7.28307,115,41,481,4.585,42833.5,2.4409,0.4043,2007
PA,548,2.3183,193.91,7.20931,128,20,768,4.666,42104.9,2.4393,0.4043,2007
PA,549,2.2641,194.315,7.08251,148,44,496,4.817,42585.9,2.6399,0.4043,2007
PA,550,2.2086,194.721,7.02076,116,61,460,4.925,41843.2,2.5045,0.4043,2007
PA,551,2.2008,195.128,6.621,118,50,391,5.162,42831.0,2.4612,0.4043,2007
PA,552,2.4812,195.535,6.54392,98,45,476,4.585,42150.8,2.3503,0.4043,2007
PA,553,2.4573,195.944,6.77172,130,59,190,5.091,42957.2,2.3001,0.4043,2007
PA,554,2.5337,196.353,6.93021,88,45,179,5.049,42378.4,2.1058,0.4043,2007
PA,555,2.6427,196.763,7.46761,96,16,217,5.343,43288.3,1.9976,0.4043,2007
PA,556,2.7115,197.174,7.45402,101,24,252,4.943,43400.8,2.142,0.4043,2007
PA,557,2.8296,197.586,7.61002,100,26,627,5.326,43237.0,2.3175,0.4043,2007
PA,558,2.8087,197.999,7.37945,101,86,93,5.547,43649.6,2.276,0.4043,2007
PA,559,2.7056,198.412,7.18429,117,75,476,4.733,42874.4,2.4865,0.4043,2007
PA,560,2.6032,198.827,7.52975,114,12,475,3.878,42789.0,2.4046,0.4043,2007
PA,561,2.5814,199.242,7.17898,137,41,137,4.679,43862.3,2.3688,0.4043,2007
PA,562,2.5446,199.658,6.83695,122,40,213,4.375,44178.4,2.2042,0.4043,2007
PA,563,2.5472,200.075,6.67697,124,51,233,5.189,43400.9,2.2956,0.4043,2007
PA,564,2.7364,200.493,6.63333,113,45,293,4.507,43079.3,2.4317,0.4043,2007
PA,565,2.7788,200.912,6.49895,117,45,149,4.811,43239.3,2.0965,0.4043,2007
PA,566,2.7642,201.331,6.98428,98,123,380,5.821,42951.2,2.1166,0.4043,2007
PA,567,2.8246,201.752,7.08517,104,44,292,5.09,44136.2,2.18,0.4043,2007
PA,568,2.8612,202.173,7.19296,89,62,194,5.392,43418.0,2.1735,0.4043,2007
PA,569,2.9641,202.596,7.34791,100,58,503,5.651,43992.4,2.1942,0.4043,2007
PA,570,3.0403,203.019,7.57963,97,133,438,4.666,43996.1,2.2716,0.4043,2007
PA,571,3.0086,203.443,7.5006,121,37,773,5.098,43511.6,2.3264,0.4043,2007
PA,572,2.9104,203.868,7.14336,124,76,383,5.272,43765.0,2.4552,0.4043,2007
PA,573,2.8024,204.294,6.91787,121,66,727,5.249,44008.6,2.507,0.4043,2007
PA,574,2.7525,204.72,6.80747,125,80,276,4.77,45326.2,2.4609,0.4043,2007
PA,575,2.7116,205.148,6.71032,118,122,126,5.373,44793.7,2.486,0.4043,2007
PA,576,3.2111,205.576,6.61539,106,53,59,6.912,43799.4,2.6863,0.4043,2007
PA,577,3.2352,206.006,6.17072,92,136,170,7.826,43179.0,2.5026,0.4043,2007
PA,578,3.3381,206.436,6.46871,91,50,414,8.09,44334.5,2.1289,0.4043,2007
PA,579,3.2968,206.867,6.50414,106,131,64,7.789,43661.2,2.3062,0.4043,2007
PA,580,3.3019,207.299,7.07545,108,21,496,7.745,43846.3,2.3168,0.4043,2007
PA,581,4.0283,207.732,7.029,117,79,654,8.076,43378.4,2.4444,0.4043,2007
PA,582,4.1603,208.166,7.09322,109,30,262,7.455,44003.0,2.5497,0.4043,2007
PA,583,3.4518,208.601,7.06605,99,39,608,7.78,43873.5,2.4796,0.4043,2007
PA,584,3.3666,209.037,6.81408,94,67,358,7.969,44504.6,2.5211,0.4043,2007
PA,585,3.2986,209.474,6.62902,124,61,463,7.364,44006.5,2.7732,0.4043,2007
PA,586,2.1605,209.911,6.55533,109,279,34,7.539,44314.0,2.7335,0.4043,2007
PA,587,1.6863,210.35,6.90559,139,98,354,7.433,44692.5,2.5933,0.4043,2007
PA,588,2.2228,210.789,7.01411,117,92,217,7.573,43295.4,2.5082,0.4043,2007
PA,589,2.1938,211.229,6.84578,113,89,693,8.231,44285.9,2.4875,0.4043,2007
PA,590,2.271,211.67,7.12539,103,45,1045,8.352,44751.0,2.4408,0.4043,2007
PA,591,2.3432,212.113,7.42826,105,70,563,8.376,44937.6,2.3822,0.4043,2007
PA,592,2.3936,212.556,7.64122,86,89,130,8.257,44525.8,2.3724,0.4043,2007
PA,593,2.4232,213.0,7.82067,120,51,156,8.268,44494.2,2.2906,0.4043,2007
PA,594,2.4451,213.444,8.09788,118,51,218,7.543,44748.1,2.545,0.4043,2007
PA,595,2.4346,213.89,7.57296,99,62,457,7.477,44899.5,2.5468,0.4043,2007
PA,596,2.4012,214.337,7.48501,120,131,1115,7.197,45409.8,2.5771,0.4043,2007
PA,597,2.3794,214.785,7.27743,117,63,539,7.073,45774.2,2.5912,0.4043,2007
PA,598,2.278,215.233,7.30968,130,49,413,6.74,45092.4,2.6885,0.4043,2007
PA,599,2.2551,215.683,6.74259,101,151,332,7.726,43678.4,2.5861,0.4043,2007
PA,600,2.7263,216.133,6.67106,112,91,1231,8.407,44923.6,2.4197,0.4043,2007
PA,601,2.6783,216.585,6.73279,91,82,670,7.726,44661.6,2.531,0.4043,2007
PA,602,2.7622,217.037,6.87108,122,31,604,8.53,44929.3,2.3545,0.4043,2007
PA,603,2.741,217.491,7.43244,100,64,282,7.925,45556.6,2.3091,0.4043,2007
PA,604,2.8105,217.945,7.15686,91,39,126,8.597,44707.0,2.326,0.4043,2007
PA,605,2.8838,218.4,7.60198,100,70,454,8.071,45214.3,2.3877,0.4043,2007
PA,606,2.8053,218.856,7.59216,110,45,519,7.718,46293.4,2.5989,0.4043,2007
PA,607,2.8203,219.313,7.66491,113,129,599,8.156,45463.5,2.687,0.4043,2007
PA,608,2.7888,219.772,7.47603,124,75,317,8.062,45680.6,2.6536,0.4043,2007
PA,609,2.788,220.231,7.08171,145,106,274,8.248,45775.6,2.6832,0.4043,2007
PA,610,2.6708,220.691,7.10178,148,29,617,7.699,46560.6,2.4959,0.4043,2007
PA,611,2.6848,221.152,7.0929,104,105,440,7.178,47232.8,2.6112,0.4043,2007
PA,612,3.4499,221.614,6.96356,102,52,523,5.63,47289.4,2.2296,0.4043,2007
PA,613,3.5028,222.076,6.70884,108,56,110,5.641,46761.3,2.1907,0.4043,2007
PA,614,3.455,222.54,7.18183,97,34,309,5.6,47816.0,2.1593,0.4043,2007
PA,615,3.4731,223.005,7.29261,85,34,459,5.005,48236.6,2.1876,0.4043,2007
PA,616,3.5603,223.471,7.61115,85,53,174,5.699,48038.2,2.1052,0.4043,2007
PA,617,3.5519,223.938,7.79289,91,27,107,5.237,49216.1,2.2806,0.4043,2007
PA,618,3.6598,224.405,7.98278,83,118,840,4.63,47479.5,2.2572,0.4043,2007
PA,619,3.5532,224.874,7.66876,104,97,335,4.685,48144.1,2.3399,0.4043,2007
PA,620,3.4889,225.344,7.43466,106,33,272,3.878,48246.1,2.5718,0.4043,2007
PA,621,3.6815,225.815,7.15556,126,26,553,4.759,47047.8,2.474,0.4043,2007
PA,622,3.5406,226.286,7.09874,108,84,407,5.002,48060.8,2.3232,0.4043,2007
PA,623,3.5153,226.759,6.81551,116,39,682,4.528,47543.5,2.4358,0.4043,2007
PA,624,3.5444,227.233,6.91711,114,58,372,5.269,48772.3,2.4097,0.4043,2007
PA,625,3.5866,227.707,6.9583,93,79,145,4.793,47999.6,2.184,0.4043,2007
PA,626,3.6682,228.183,7.07533,81,75,221,4.877,48114.7,2.0974,0.4043,2007
PA,627,3.6696,228.659,7.49986,97,77,136,5.51,49861.7,2.2717,0.4043,2007
PA,628,3.696,229.137,7.49346,99,77,466,5.268,48947.9,2.2871,0.4043,2007
PA,629,3.762,229.616,7.82629,97,46,693,5.697,48428.4,2.1872,0.4043,2007
PA,630,3.8241,230.095,7.70886,108,62,436,5.069,48402.9,2.4192,0.4043,2007
PA,631,3.758,230.576,8.01394,93,59,531,4.808,49518.4,2.4096,0.4043,2007
PA,632,3.8339,231.057,7.37917,110,30,308,5.407,49048.3,2.535,0.4043,2007
PA,633,3.7368,231.54,7.31905,126,11,263,4.258,48283.2,2.4857,0.4043,2007
PA,634,3.6295,232.024,7.47024,103,33,430,4.08,49648.1,2.4529,0.4043,2007
PA,635,3.5692,232.508,6.93703,86,41,182,5.295,49587.2,2.4841,0.4043,2007
PA,636,3.4254,232.994,6.98529,128,39,188,4.607,50017.3,2.1726,0.4043,2007
PA,637,3.4674,233.481,6.95583,105,41,237,4.714,48947.2,2.2349,0.4043,2007
PA,638,3.5651,233.968,6.95151,72,35,215,5.581,49192.1,2.1603,0.4043,2007
PA,639,3.5236,234.457,7.5154,84,37,243,4.988,49975.1,2.1532,0.4043,2007
PA,640,3.6589,234.947,7.69833,105,31,215,5.321,49009.8,2.1601,0.4043,2007
PA,641,3.7037,235.438,8.10595,101,41,290,4.819,50488.6,2.2643,0.4043,2007
PA,642,3.7734,235.929,7.70968,108,125,192,5.253,49449.6,2.2689,0.4043,2007
PA,643,3.7552,236.422,8.10063,121,61,838,4.477,50013.6,2.2381,0.4043,2007
PA,644,3.6231,236.916,7.59144,121,142,285,5.073,50553.2,2.6461,0.4043,2007
PA,645,3.4752,237.411,7.62768,107,47,574,4.273,51006.8,2.4095,0.4043,2007
PA,646,3.3954,237.907,7.36294,109,108,755,4.187,49817.9,2.429,0.4043,2007
PA,647,3.4046,238.404,7.44518,96,57,450,4.536,51548.1,2.4484,0.4043,2007
PA,648,3.2415,238.902,6.93944,94,71,133,4.893,50668.3,2.3279,0.4043,2007
PA,649,3.2719,239.401,7.21123,79,80,185,5.275,50310.7,2.3363,0.4043,2007
PA,650,3.3106,239.901,7.26163,99,28,121,5.77,51623.4,2.2333,0.4043,2007
PA,651,3.3599,240.402,7.55834,90,54,326,5.747,49688.4,2.1867,0.4043,2007
PA,652,3.3943,240.904,7.7516,97,67,142,5.907,50238.5,2.184,0.4043,2007
PA,653,3.623,241.407,8.22993,103,40,808,4.777,50830.7,2.3386,0.4043,2007
PA,654,3.3738,241.911,8.22793,115,100,683,5.25,50535.4,2.2831,0.4043,2007
PA,655,3.4834,242.417,8.37401,107,67,695,4.686,49661.3,2.409,0.4043,2007
PA,656,3.3768,242.923,8.04915,121,92,438,4.636,51251.3,2.4496,0.4043,2007
PA,657,3.3305,243.43,7.91036,117,171,682,4.747,51078.2,2.5435,0.4043,2007
PA,658,3.3307,243.939,7.9829,95,92,1158,4.663,51817.0,2.4276,0.4043,2007
PA,659,3.2423,244.448,7.49997,120,75,535,4.447,51672.2,2.2377,0.4043,2007
PA,660,2.182,244.959,7.71594,120,24,209,5.195,51794.8,2.1559,0.4043,2007
PA,661,2.3454,245.471,7.83095,111,95,224,4.917,51288.3,2.205,0.4043,2007
PA,662,2.3666,245.983,7.74478,99,68,391,5.323,51460.3,2.257,0.4043,2007
PA,663,2.4611,246.497,8.64051,92,41,257,4.726,52231.1,2.1682,0.4043,2007
PA,664,2.5663,247.012,8.63464,78,110,155,5.152,53219.5,2.245,0.4043,2007
PA,665,2.5833,247.528,8.64401,93,81,143,5.492,52379.5,2.2558,0.4043,2007
PA,666,2.5415,248.045,9.35673,107,95,333,5.524,52988.7,2.351,0.4043,2007
PA,667,2.5037,248.563,8.76611,103,125,190,4.471,51332.5,2.4531,0.4043,2007
PA,668,2.4725,249.082,8.74727,110,54,860,4.416,50871.7,2.4344,0.4043,2007
PA,669,2.4928,249.603,8.31682,124,154,524,4.877,51885.3,2.561,0.4043,2007
PA,670,2.4007,250.124,8.37447,126,126,337,4.584,52130.2,2.4953,0.4043,2007
PA,671,2.3815,250.646,8.27819,101,130,359,4.682,52572.1,2.3152,0.4043,2007
PA,672,2.0032,251.17,7.83786,114,34,244,5.212,52648.5,2.1128,0.4043,2007
PA,673,2.035,251.694,8.19859,126,50,503,4.877,52626.5,2.1685,0.4043,2007
PA,674,2.0672,252.22,8.57572,95,38,300,5.473,51513.0,2.0438,0.4043,2007
PA,675,2.1813,252.747,8.61856,101,78,451,4.898,52177.0,2.2677,0.4043,2007
PA,676,2.2246,253.275,9.15674,105,70,473,5.406,51685.3,2.1005,0.4043,2007
PA,677,2.218,253.804,9.54052,95,122,384,5.147,52577.6,2.0935,0.4043,2007
PA,678,2.2165,254.334,9.53255,116,27,916,4.152,52582.5,2.316,0.4043,2007
PA,679,2.1606,254.865,9.04187,139,28,225,5.889,53673.5,2.3113,0.4043,2007
PA,680,2.1526,255.398,8.88389,134,48,443,5.603,53656.4,2.4577,0.4043,2007
PA,681,2.1348,255.931,9.19174,130,114,361,4.2,53573.9,2.4125,0.4043,2007
PA,682,2.0581,256.466,8.6484,153,41,1073,5.047,52687.2,2.3705,0.4043,2007
PA,683,2.0601,257.001,8.56003,121,167,951,5.154,52955.7,2.3111,0.4043,2007
PA,684,2.2779,257.538,8.29551,115,66,419,4.91,53482.2,2.3638,0.4043,2007
PA,685,2.318,258.076,8.3795,131,18,363,5.254,54012.0,2.2861,0.4043,2007
PA,686,2.3383,258.615,8.31829,114,88,140,5.654,52669.9,2.1939,0.4043,2007
PA,687,2.4606,259.155,9.12524,107,51,92,5.492,53345.0,2.4001,0.4043,2007
PA,688,2.4808,259.697,9.0823,95,86,317,4.959,52970.9,2.244,0.4043,2007
PA,689,2.5184,260.239,9.38991,123,106,194,4.857,52609.0,2.1516,0.4043,2007
PA,690,2.4843,260.783,9.27712,95,41,193,4.986,53616.8,2.2469,0.4043,2007
PA,691,2.4841,261.327,9.49699,104,152,209,4.542,54034.2,2.302,0.4043,2007
PA,692,2.4005,261.873,9.45178,144,74,1442,4.853,53900.3,2.4477,0.4043,2007
PA,693,2.4142,262.42,9.01149,131,127,366,4.526,54644.9,2.4294,0.4043,2007
PA,694,2.4023,262.968,8.61475,99,84,274,5.081,54944.9,2.3856,0.4043,2007
PA,695,2.377,263.518,8.44493,126,88,395,5.334,54739.9,2.4824,0.4043,2007
PA,696,2.5711,264.068,8.27662,132,26,429,4.732,53485.8,2.3052,0.4043,2007
PA,697,2.5442,264.62,8.05719,116,57,144,5.502,54863.3,2.3543,0.4043,2007
PA,698,2.5964,265.172,8.44131,116,94,169,4.932,54179.3,2.1861,0.4043,2007
PA,699,2.6265,265.726,8.61395,120,101,311,5.553,54043.0,2.2696,0.4043,2007
PA,700,2.8289,266.281,9.16009,96,76,311,5.47,55183.9,2.2142,0.4043,2007
PA,701,2.7967,266.838,9.11455,99,88,502,5.224,54483.3,2.4245,0.4043,2007
PA,702,2.784,267.395,9.74299,110,23,766,4.928,55522.0,2.2472,0.4043,2007
PA,703,2.7734,267.953,9.14967,90,101,329,4.549,54775.2,2.4531,0.4043,2007
PA,704,2.725,268.513,9.2382,105,66,428,5.068,55129.8,2.4485,0.4043,2007
PA,705,2.7181,269.074,8.78818,130,160,401,4.866,54746.3,2.3779,0.4043,2007
PA,706,2.5699,269.636,8.70887,121,94,503,4.439,55012.3,2.341,0.4043,2007
PA,707,2.5855,270.199,8.37936,128,69,1340,4.562,54499.7,2.4242,0.4043,2007
PA,708,2.4886,270.764,8.2758,110,105,593,5.086,54975.6,2.2319,0.4043,2007
PA,709,2.515,271.329,8.2301,100,65,1104,5.302,55442.7,2.1272,0.4043,2007
PA,710,2.5274,271.896,8.94248,109,57,158,4.377,55827.5,2.2936,0.4043,2007
PA,711,2.6209,272.464,9.09176,93,89,96,4.599,56575.9,2.1819,0.4043,2007
PA,712,2.6395,273.033,9.12033,86,31,1218,5.777,55801.4,2.2415,0.4043,2007
PA,713,2.6079,273.603,9.67575,109,44,122,5.37,56551.4,2.1651,0.4043,2007
PA,714,2.6358,274.175,9.3515,117,32,113,5.467,55726.1,2.3672,0.4043,2007
PA,715,2.6843,274.747,9.80016,120,121,995,4.756,56328.0,2.5131,0.4043,2007
PA,716,2.6255,275.321,9.42145,118,101,767,4.428,56422.5,2.4233,0.4043,2007
PA,717,2.5638,275.896,8.81819,124,39,1463,4.802,56283.6,2.6104,0.4043,2007
PA,718,2.5068,276.473,9.09461,123,85,1417,4.346,55342.0,2.5249,0.4043,2007
PA,719,2.4696,277.05,8.63143,150,54,480,5.307,56241.5,2.4778,0.4043,2007
PA,720,2.0264,277.629,8.46299,149,48,1040,9.735,56749.9,2.2805,0.4043,2007
PA,721,2.1145,278.209,8.45404,113,74,234,9.838,58247.9,2.1861,0.4043,2007
PA,722,2.1165,278.79,7.02926,95,37,845,9.778,56648.3,2.1965,0.4043,2007
PA,723,1.8821,279.372,6.12639,110,21,98,9.43,56610.6,2.3664,0.4043,2007
PA,724,1.8726,279.956,7.38117,128,81,460,9.823,56032.7,2.1965,0.4043,2007
PA,725,2.2739,280.54,8.15666,118,39,151,9.61,56960.9,2.1924,0.4043,2007
PA,726,2.3234,281.126,8.94713,119,82,602,9.329,56553.3,2.3624,0.4043,2007
PA,727,2.2774,281.714,9.95274,128,62,405,9.104,57645.8,2.3712,0.4043,2007
PA,728,2.2221,282.302,9.51694,113,74,708,9.46,57526.4,2.4376,0.4043,2007
PA,729,2.1269,282.892,9.5688,139,49,759,9.32,57824.5,2.4252,0.4043,2007
PA,730,2.134,283.483,8.66841,127,54,205,9.374,58283.6,2.4368,0.4043,2007
PA,731,2.1103,284.075,8.71943,142,25,781,8.692,56247.3,2.3336,0.4043,2007
PA,732,2.9461,284.668,8.91711,119,100,851,5.115,58188.6,2.3607,0.4043,2007
PA,733,2.8871,285.263,8.72794,74,44,711,5.241,59191.0,2.2295,0.4043,2007
PA,734,2.9488,285.859,8.86927,120,76,335,4.834,58452.5,2.2555,0.4043,2007
PA,735,2.9853,286.456,9.24103,110,43,458,5.079,58425.5,2.299,0.4043,2007
PA,736,2.9724,287.054,9.21906,119,90,615,6.009,57496.1,2.1474,0.4043,2007
PA,737,3.1173,287.654,9.30374,101,106,312,5.258,57670.8,2.1857,0.4043,2007
PA,738,3.1282,288.254,9.85828,75,161,627,5.87,58511.9,2.2962,0.4043,2007
PA,739,3.0933,288.856,9.69316,98,59,412,4.577,58024.5,2.4343,0.4043,2007
PA,740,3.0046,289.46,9.39456,124,47,352,4.782,58977.1,2.4023,0.4043,2007
PA,741,2.9363,290.064,9.02165,139,91,2562,4.431,58445.9,2.4978,0.4043,2007
PA,742,2.8673,290.67,8.79597,127,96,1044,4.65,58342.3,2.414,0.4043,2007
PA,743,2.8598,291.277,8.41402,107,76,445,4.874,57770.8,2.4084,0.4043,2007
PA,744,3.8692,291.886,8.36736,91,100,979,4.905,58043.0,2.3074,0.4043,2007
PA,745,3.8008,292.496,8.52856,114,70,1015,5.34,59604.7,2.2648,0.4043,2007
PA,746,3.8582,293.106,8.68821,76,49,514,4.415,58262.4,1.9993,0.4043,2007
PA,747,3.9492,293.719,8.77921,107,80,420,6.121,58892.5,2.2419,0.4043,2007
PA,748,4.3696,294.332,9.20329,91,89,228,4.885,59750.5,2.1443,0.4043,2007
PA,749,4.9195,294.947,9.34318,88,122,909,4.801,59005.4,2.1065,0.4043,2007
PA,750,3.9812,295.563,9.58878,108,77,427,4.119,59184.4,2.1644,0.4043,2007
PA,751,4.1479,296.18,9.64385,106,61,332,4.851,60700.1,2.385,0.4043,2007
PA,752,4.0963,296.799,9.11938,109,126,629,4.726,61586.7,2.375,0.4043,2007
PA,753,3.912,297.419,8.81461,127,97,848,5.133,59432.3,2.4449,0.4043,2007
PA,754,3.7748,298.04,8.62793,107,59,476,4.659,60905.9,2.5098,0.4043,2007
PA,755,3.7698,298.663,8.29693,114,44,444,5.279,60462.5,2.2904,0.4043,2007
PA,756,3.3326,299.287,8.74828,120,36,264,4.956,59554.0,2.3412,0.4043,2007
PA,757,3.3604,299.912,8.73435,101,63,416,4.612,59941.9,2.3248,0.4043,2007
PA,758,3.3524,300.538,8.5076,79,32,422,5.213,59341.9,2.2868,0.4043,2007
PA,759,3.4663,301.166,9.36417,101,112,279,4.388,59947.3,2.1294,0.4043,2007
PA,760,3.5334,301.795,9.92232,91,65,380,5.541,60388.3,2.2235,0.4043,2007
PA,761,3.6428,302.425,9.97524,136,61,380,4.967,61723.9,2.2139,0.4043,2007
PA,762,3.7192,303.057,9.55548,84,31,595,5.272,60438.2,2.4957,0.4043,2007
PA,763,3.6539,303.69,9.76899,109,214,544,5.233,60245.0,2.594,0.4043,2007
PA,764,3.4974,304.324,9.05995,117,75,162,4.926,59399.8,2.2282,0.4043,2007
PA,765,3.473,304.96,9.2431,101,64,126,4.567,62683.6,2.4389,0.4043,2007
PA,766,3.4046,305.597,9.13673,110,96,956,4.042,60939.1,2.4184,0.4043,2007
PA,767,3.3751,306.235,8.577,110,122,888,4.71,61428.9,2.3312,0.4043,2007
PA,768,3.1843,306.875,8.5032,109,118,507,4.871,59929.2,2.1378,0.4043,2007
PA,769,3.1666,307.516,9.09018,101,63,506,5.673,61750.9,2.2337,0.4043,2007
PA,770,3.1632,308.158,9.20671,77,113,410,4.255,62527.5,2.1558,0.4043,2007
PA,771,3.2772,308.802,9.43086,96,69,409,5.266,61263.5,2.2465,0.4043,2007
PA,772,3.4434,309.447,9.86015,81,50,373,4.736,62251.8,2.071,0.4043,2007
PA,773,3.4149,310.093,9.91578,118,85,337,5.458,61764.3,2.2907,0.4043,2007
PA,774,3.535,310.741,9.97185,100,113,433,5.526,63348.5,2.213,0.4043,2007
PA,775,3.3532,311.39,10.17259,110,89,600,5.072,61943.0,2.353,0.4043,2007
PA,776,3.3229,312.041,9.79099,122,43,398,4.897,61165.1,2.3753,0.4043,2007
PA,777,3.3982,312.692,9.4689,118,77,144,4.734,61125.4,2.4456,0.4043,2007
PA,778,3.2959,313.345,9.11618,115,54,532,4.908,61109.6,2.4663,0.4043,2007
PA,779,3.1857,314.0,9.1681,98,55,1041,4.966,62978.7,2.4058,0.4043,2007
RI,540,2.2083,190.7,13.88183,246,199,964,5.591,41726.5,2.412,0.2619,2009
RI,541,2.2075,191.098,13.68466,269,43,440,5.655,41536.0,2.2333,0.2619,2009
RI,542,2.2432,191.497,14.40184,242,87,944,5.562,40872.5,2.2685,0.2619,2009
RI,543,2.2939,191.897,15.47521,184,198,766,4.477,43029.2,2.1645,0.2619,2009
RI,544,2.3254,192.298,16.12507,216,198,523,5.538,42826.5,2.1899,0.2619,2009
RI,545,2.429,192.7,16.17574,249,195,553,5.173,42179.4,2.3703,0.2619,2009
RI,546,2.4627,193.102,16.6101,220,84,667,4.832,42374.6,2.3314,0.2619,2009
RI,547,2.433,193.506,15.78566,245,61,2204,5.475,42477.2,2.4699,0.2619,2009
RI,548,2.3435,193.91,16.07225,252,143,419,4.643,42992.9,2.4751,0.2619,2009
RI,549,2.3838,194.315,15.53134,288,312,1633,4.63,42941.4,2.4965,0.2619,2009
RI,550,2.318,194.721,14.63448,229,169,1142,4.462,42743.8,2.4797,0.2619,2009
RI,551,2.222,195.128,14.73119,253,122,1728,4.413,42655.4,2.4348,0.2619,2009
RI,552,2.5058,195.535,13.93589,239,223,293,5.625,42723.5,2.2397,0.2619,2009
RI,553,2.5263,195.944,14.34385,225,189,852,4.694,43181.3,2.3587,0.2619,2009
RI,554,2.5118,196.353,15.09977,210,187,559,4.816,43174.3,2.2282,0.2619,2009
RI,555,2.6038,196.763,14.83124,205,26,896,5.667,43766.4,2.304,0.2619,2009
RI,556,2.6367,197.174,15.9341,212,179,1424,5.071,43693.7,2.117,0.2619,2009
RI,557,2.7851,197.586,16.09902,166,204,66,4.857,43502.8,2.1781,0.2619,2009
RI,558,2.7348,197.999,16.22779,235,200,1222,5.384,42910.5,2.1815,0.2619,2009
RI,559,2.6981,198.412,16.37177,243,94,785,3.751,43715.6,2.4193,0.2619,2009
RI,560,2.7043,198.827,15.66724,249,79,800,4.578,43824.7,2.5233,0.2619,2009
RI,561,2.592,199.242,15.53363,245,54,1652,4.526,43681.7,2.2315,0.2619,2009
RI,562,2.5449,199.658,15.42345,262,145,959,4.504,43361.8,2.3255,0.2619,2009
RI,563,2.4449,200.075,14.72971,254,166,675,4.838,43362.4,2.2897,0.2619,2009
RI,564,2.6614,200.493,14.60389,239,188,1002,5.055,45291.7,2.3605,0.2619,2009
RI,565,2.6187,200.912,14.35384,236,246,163,5.415,44147.5,2.0742,0.2619,2009
RI,566,2.7313,201.331,14.80987,224,102,439,5.712,43657.4,2.0811,0.2619,2009
RI,567,2.7913,201.752,15.13517,210,55,572,6.415,44260.8,2.0121,0.2619,2009
RI,568,2.935,202.173,16.08931,191,224,443,5.375,43369.3,2.2948,0.2619,2009
RI,569,2.9357,202.596,16.37554,204,174,1330,5.32,44986.5,2.3755,0.2619,2009
RI,570,2.943,203.019,16.98112,246,186,730,5.707,44368.0,2.2641,0.2619,2009
RI,571,2.965,203.443,16.43544,269,122,1299,4.959,44018.8,2.4737,0.2619,2009
RI,572,2.9064,203.868,15.96378,249,129,770,4.701,44921.8,2.4596,0.2619,2009
RI,573,2.8646,204.294,15.63403,219,52,3075,4.574,44663.0,2.3912,0.2619,2009
RI,574,2.8141,204.72,14.21296,235,113,839,4.776,44739.4,2.4298,0.2619,2009
RI,575,2.757,205.148,14.37091,244,190,974,4.921,43871.8,2.2815,0.2619,2009
RI,576,3.1834,205.576,13.99335,253,121,652,8.174,42730.8,2.4852,0.2619,2009
RI,577,3.1812,206.006,13.80223,256,67,752,7.921,43907.0,2.546,0.2619,2009
RI,578,3.1713,206.436,14.34278,212,93,416,7.919,43983.3,2.5016,0.2619,2009
RI,579,3.2668,206.867,14.61758,217,148,1008,8.371,43360.6,2.4256,0.2619,2009
RI,580,3.3869,207.299,15.05233,202,196,695,7.778,43488.1,2.0822,0.2619,2009
RI,581,4.1689,207.732,15.40792,233,150,298,7.848,44563.3,2.4543,0.2619,2009
RI,582,4.2126,208.166,15.61087,246,124,1503,7.582,43483.1,2.4834,0.2619,2009
RI,583,3.4908,208.601,15.05851,219,148,1654,8.143,43824.1,2.4808,0.2619,2009
RI,584,3.4516,209.037,15.19858,277,114,1162,7.763,43995.2,2.534,0.2619,2009
RI,585,3.3596,209.474,14.3181,260,106,932,7.242,42925.6,2.5912,0.2619,2009
